  3.2241426495D-01 2.64616D+15 9.67476D+06 9.89404D-01 4.98473D+02 7.000D-01
  3.4679484444D-01 3.04754D+15 1.00010D+07 9.61234D-01 4.98470D+02 7.000D-01
  3.7164670002D-01 3.48978D+15 1.03313D+07 9.33856D-01 4.98466D+02 7.000D-01
  3.9688428580D-01 3.97423D+15 1.06660D+07 9.07211D-01 4.98461D+02 7.000D-01
  4.2242546229D-01 4.50205D+15 1.10055D+07 8.81242D-01 4.98455D+02 7.000D-01
  4.4819155939D-01 5.07427D+15 1.13500D+07 8.55888D-01 4.98446D+02 7.000D-01
  4.7410723098D-01 5.69170D+15 1.16998D+07 8.31089D-01 4.98434D+02 7.000D-01
  5.0010015459D-01 6.35503D+15 1.20553D+07 8.06788D-01 4.98419D+02 7.000D-01
  5.2610058298D-01 7.06476D+15 1.24168D+07 7.82925D-01 4.98399D+02 7.000D-01
  5.5204073806D-01 7.82120D+15 1.27846D+07 7.59445D-01 4.98371D+02 7.000D-01
  5.7785399800D-01 8.62445D+15 1.31592D+07 7.36294D-01 4.98331D+02 7.000D-01
  6.0347378646D-01 9.47440D+15 1.35410D+07 7.13419D-01 4.98274D+02 7.000D-01
  6.2883199940D-01 1.03706D+16 1.39304D+07 6.90773D-01 4.98191D+02 7.000D-01
  6.5385679966D-01 1.13122D+16 1.43279D+07 6.68310D-01 4.98064D+02 7.000D-01
  6.7846960412D-01 1.22978D+16 1.47339D+07 6.45995D-01 4.97870D+02 7.000D-01
  7.0258112213D-01 1.33250D+16 1.51487D+07 6.23802D-01 4.97569D+02 7.000D-01
  7.2608629402D-01 1.43902D+16 1.55722D+07 6.01723D-01 4.97102D+02 7.000D-01
